Model,Parameters,File Type,Balancing Method,Augmentation Factor,Accuracy,Precision,Recall,F1 Score,CPU Usage (%),RAM Usage (%),Precision_Class_0,Recall_Class_0,F1_Class_0,Precision_Class_1,Recall_Class_1,F1_Class_1,Precision_Class_2,Recall_Class_2,F1_Class_2,Precision_Class_3,Recall_Class_3,F1_Class_3,Precision_Class_4,Recall_Class_4,F1_Class_4,Precision_Class_5,Recall_Class_5,F1_Class_5,Precision_Class_6,Recall_Class_6,F1_Class_6,Precision_Class_7,Recall_Class_7,F1_Class_7,Precision_Class_8,Recall_Class_8,F1_Class_8,Precision_Class_9,Recall_Class_9,F1_Class_9,Precision_Class_10,Recall_Class_10,F1_Class_10,Precision_Class_11,Recall_Class_11,F1_Class_11,Precision_Class_12,Recall_Class_12,F1_Class_12,Precision_Class_13,Recall_Class_13,F1_Class_13,Precision_Class_14,Recall_Class_14,F1_Class_14,Precision_Class_15,Recall_Class_15,F1_Class_15,Precision_Class_macro avg,Recall_Class_macro avg,F1_Class_macro avg,Precision_Class_weighted avg,Recall_Class_weighted avg,F1_Class_weighted avg
cnn,"{'cnn_filters': 64, 'dense_units': 128, 'epochs': 10, 'batch_size': 32}",full,smote,5,0.9104330708661418,0.9254310632552036,0.9104330708661418,0.9110257401058128,8.5,47.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.7692307692307693,0.9836065573770492,0.8571428571428571,0.916030534351145,1.0,0.92,0.9583333333333334,1.0,0.7777777777777778,0.875,0.9111111111111112,0.8723404255319149,0.8913043478260869,0.0,0.0,0.0,1.0,0.8055555555555556,0.8923076923076924,1.0,0.875,0.9333333333333332,0.7588424437299035,1.0,0.8628884826325411,0.9456521739130436,0.8969072164948454,0.9206349206349206,0.9568345323741008,0.7916666666666666,0.8664495114006515,1.0,0.6,0.75,1.0,0.9230769230769232,0.96,0.9097529261565755,0.8090292138904087,0.8497195578156547,0.9254310632552036,0.9104330708661418,0.9110257401058128
rf,{'n_estimators': 100},full,smote,5,1.0,1.0,1.0,1.0,2.5,46.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rf,{'n_estimators': 100},full,smote,4,1.0,1.0,1.0,1.0,2.5,46.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rf,{'n_estimators': 100},full,under,4,1.0,1.0,1.0,1.0,13.7,48.3,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rf,{'n_estimators': 1000},full,under,4,1.0,1.0,1.0,1.0,0.6,46.8,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0
deep,"{'dense_units': 128, 'epochs': 10, 'batch_size': 32}",full,none,4,0.7601476014760148,0.8094630921407422,0.7601476014760148,0.7580101877433112,2.5,46.9,0.925,1.0,0.961038961038961,1.0,0.7948717948717948,0.8857142857142857,0.9318181818181818,1.0,0.9647058823529412,1.0,0.8333333333333334,0.9090909090909092,0.9069767441860463,0.7222222222222222,0.8041237113402062,0.7654320987654321,0.6888888888888889,0.7251461988304093,1.0,0.6666666666666666,0.8,0.8947368421052632,0.53125,0.6666666666666666,0.0,0.0,0.0,0.8666666666666667,0.5,0.6341463414634146,0.8888888888888888,0.7272727272727273,0.8,0.5604026845637584,0.9766081871345028,0.7121535181236673,0.9285714285714286,0.4698795180722891,0.624,0.8240740740740741,0.664179104477612,0.7355371900826446,0.0,0.0,0.0,0.8823529411764706,0.8333333333333334,0.8571428571428571,0.7734325344260131,0.6505316110170857,0.6924666576154352,0.8094630921407422,0.7601476014760148,0.7580101877433112
gbm,{'n_estimators': 100},full,none,4,0.995079950799508,0.9952962166984306,0.995079950799508,0.995100826312734,3.0,46.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.956043956043956,1.0,0.9775280898876404,1.0,0.9724137931034482,0.986013986013986,1.0,1.0,1.0,1.0,1.0,1.0,0.9972527472527472,0.9982758620689656,0.9977213797438516,0.9952962166984306,0.995079950799508,0.995100826312734
cnn,"{'cnn_filters': 64, 'dense_units': 128, 'epochs': 10, 'batch_size': 32}",full,none,4,0.9934895833333334,0.9935145877222858,0.9934895833333334,0.993457096729121,1.8,47.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978021978021978,0.994413407821229,0.9861495844875346,0.9790575916230366,1.0,0.9894179894179894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9897435897435898,0.946078431372549,0.9674185463659148,0.98989898989899,0.98989898989899,0.98989898989899,0.9666666666666668,0.9666666666666668,0.9666666666666668,0.9902912621359224,1.0,0.9951219512195122,1.0,1.0,1.0,0.9933550048806364,0.9935660934849646,0.993417108003538,0.9935145877222858,0.9934895833333334,0.993457096729121
rf,{'n_estimators': 100},full,none,4,1.0,1.0,1.0,1.0,1.7,47.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rnn,"{'rnn_units': 64, 'epochs': 10, 'batch_size': 32}",full,none,4,0.658203125,0.6269128015633757,0.658203125,0.621488695463906,0.0,48.9,0.7009803921568627,0.8562874251497006,0.77088948787062,0.583969465648855,0.7846153846153846,0.6695842450765864,0.5247524752475248,0.8833333333333333,0.6583850931677019,0.9885714285714284,1.0,0.9942528735632185,0.4390243902439024,0.2797927461139896,0.3417721518987341,0.4076923076923077,0.3011363636363636,0.3464052287581699,0.7915194346289752,1.0,0.883629191321499,0.5109717868338558,0.7761904761904762,0.6162570888468809,0.9902912621359224,1.0,0.9951219512195122,0.5642023346303502,0.7474226804123711,0.6430155210643016,0.9375,1.0,0.967741935483871,0.2857142857142857,0.0597014925373134,0.0987654320987654,0.3493975903614458,0.3152173913043478,0.3314285714285714,0.4838709677419355,0.160427807486631,0.2409638554216867,0.8918918918918919,1.0,0.9428571428571428,0.5793650793650794,0.3543689320388349,0.4397590361445783,0.626857193304039,0.6574058770511716,0.6213018003888651,0.6269128015633757,0.658203125,0.621488695463906
rnn,"{'rnn_units': 64, 'epochs': 30, 'batch_size': 32}",full,none,4,0.1735026041666666,0.2078418006134536,0.1735026041666666,0.1115077217213623,0.8,44.9,0.1627906976744186,0.2210526315789473,0.1875,0.4036697247706422,0.2135922330097087,0.2793650793650793,0.3466666666666667,0.5591397849462365,0.4279835390946502,0.2268370607028754,0.7319587628865979,0.3463414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0935425467712733,0.950920245398773,0.1703296703296703,0.2653061224489796,0.0673575129533678,0.1074380165289256,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.1275510204081632,0.199203187250996,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0310880829015544,0.0574162679425837,0.0,0.0,0.0,1.0,0.0106382978723404,0.0210526315789473,0.2080223920987694,0.1820811607472305,0.1122893659690929,0.2078418006134536,0.1735026041666666,0.1115077217213623
rnn,"{'rnn_units': 64, 'epochs': 10, 'batch_size': 16}",full,none,4,0.1852213541666666,0.0941650730889285,0.1852213541666666,0.0905835796885085,0.3,44.9,0.5945945945945946,0.1222222222222222,0.2027649769585253,0.0,0.0,0.0,0.2618296529968454,0.9540229885057472,0.4108910891089108,0.1721194879089616,0.6612021857923497,0.27313769751693,0.0,0.0,0.0,0.0277777777777777,0.010204081632653,0.0149253731343283,0.0,0.0,0.0,0.0,0.0,0.0,0.161525974025974,1.0,0.2781271837875611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1682242990654205,0.1846153846153846,0.1760391198044009,0.2,0.132183908045977,0.1591695501730103,0.0,0.0,0.0,0.0,0.0,0.0,0.0991294866480983,0.1915281731758958,0.0946909369052291,0.0941650730889285,0.1852213541666666,0.0905835796885085
rnn,"{'rnn_units': 64, 'epochs': 10, 'batch_size': 64}",full,none,4,0.0784505208333333,0.0605204479892239,0.0784505208333333,0.03937793124401,1.8,44.8,0.2074074074074074,0.3027027027027027,0.2461538461538461,0.2727272727272727,0.0454545454545454,0.0779220779220779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684496826835902,0.766497461928934,0.1256762380357886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0299145299145299,0.0344827586206896,0.0320366132723112,0.0,0.0,0.0,0.1923076923076923,0.0581395348837209,0.0892857142857142,0.0,0.0,0.0,0.2285714285714285,0.0446927374301676,0.0747663551401869,0.062461125850745,0.0782481088137975,0.0403650528006203,0.0605204479892239,0.0784505208333333,0.03937793124401
rnn,"{'rnn_units': 64, 'epochs': 10, 'batch_size': 32}",full,none,4,0.0859375,0.0492281344327409,0.0859375,0.0518248537592823,0.9,45.3,0.146551724137931,0.1808510638297872,0.1619047619047619,0.1447368421052631,0.0611111111111111,0.0859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0933333333333333,0.0364583333333333,0.0524344569288389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0708520179372197,0.4114583333333333,0.1208875286916602,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565217391304,0.0373831775700934,0.0522875816993464,0.1193415637860082,0.3118279569892473,0.1726190476190476,0.0,0.0,0.0,0.1233885819521178,0.3268292682926829,0.1791443850267379,0.0490725365619377,0.0853699527787242,0.0515759538668995,0.0492281344327409,0.0859375,0.0518248537592823
cnn,"{'cnn_filters': 64, 'dense_units': 128, 'epochs': 10, 'batch_size': 32}",full,none,4,0.9925130208333334,0.992693715249816,0.9925130208333334,0.9925029676873448,0.5,45.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9526315789473684,1.0,0.9757412398921832,1.0,0.9837837837837838,0.9918256130790192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9771428571428572,0.9606741573033708,0.9688385269121812,0.9707317073170731,1.0,0.9851485148514852,1.0,0.9473684210526316,0.972972972972973,1.0,1.0,1.0,0.9782608695652174,0.9836065573770492,0.9809264305177112,0.9924229383107822,0.9922145574698022,0.9922158311390972,0.992693715249816,0.9925130208333334,0.9925029676873448
knn,{'n_neighbors': 5},full,none,4,0.9658203125,0.9650810616009066,0.9658203125,0.964472984055308,3.0,45.5,1.0,1.0,1.0,1.0,1.0,1.0,0.9894179894179894,0.9790575916230366,0.9842105263157894,1.0,1.0,1.0,0.9560975609756096,1.0,0.9775561097256856,0.943127962085308,0.961352657004831,0.9521531100478468,0.9887640449438202,1.0,0.9943502824858758,0.9689119170984456,1.0,0.9842105263157894,1.0,1.0,1.0,0.9664804469273744,1.0,0.9829545454545454,0.9834254143646408,1.0,0.9916434540389972,0.9097222222222222,0.7005347593582888,0.7915407854984894,0.9234449760765552,0.9747474747474748,0.9484029484029484,0.851063829787234,0.8333333333333334,0.8421052631578947,1.0,1.0,1.0,0.962085308056872,1.0,0.9806763285024156,0.9651588544972544,0.9655641135041853,0.9643627424966424,0.9650810616009066,0.9658203125,0.964472984055308
deep,"{'dense_units': 128, 'epochs': 10, 'batch_size': 32}",full,none,4,0.955078125,0.9596049875443274,0.955078125,0.9552265449292422,1.7,45.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9948717948717948,1.0,0.9974293059125964,1.0,1.0,1.0,0.820627802690583,0.9682539682539684,0.8883495145631068,0.9423076923076924,0.9655172413793104,0.9537712895377128,1.0,1.0,1.0,0.9593908629441624,0.9742268041237112,0.9667519181585678,1.0,1.0,1.0,0.9947643979057592,0.9134615384615384,0.9523809523809524,1.0,1.0,1.0,0.7659574468085106,0.967741935483871,0.8551068883610451,0.9448275862068966,0.8011695906432749,0.8670886075949367,0.9202453987730062,0.7692307692307693,0.8379888268156425,1.0,1.0,1.0,1.0,0.9028571428571428,0.948948948948949,0.9589370614067754,0.9539036869020991,0.9542385157670944,0.9596049875443274,0.955078125,0.9552265449292422
rnn,"{'rnn_units': 64, 'epochs': 5, 'batch_size': 32}",full,none,4,0.1201171875,0.1308301769328481,0.1201171875,0.0893879612982188,1.3,45.7,0.2425373134328358,0.3367875647668393,0.281995661605206,0.2857142857142857,0.1005586592178771,0.1487603305785124,0.176,0.4631578947368421,0.2550724637681159,0.0,0.0,0.0,0.0,0.0,0.0,0.1206225680933852,0.1751412429378531,0.1428571428571428,0.0772811918063314,0.4462365591397849,0.1317460317460317,0.0454545454545454,0.027027027027027,0.0338983050847457,0.0,0.0,0.0,0.0870967741935483,0.1377551020408163,0.1067193675889328,0.2941176470588235,0.0239234449760765,0.0442477876106194,0.0,0.0,0.0,0.1140350877192982,0.1397849462365591,0.1256038647342995,0.5,0.0666666666666666,0.1176470588235294,0.0,0.0,0.0,0.1509433962264151,0.0414507772020725,0.065040650406504,0.1308626756062168,0.1224056178092759,0.0908492915502275,0.1308301769328481,0.1201171875,0.0893879612982188
rnn,"{'rnn_units': 64, 'epochs': 10, 'batch_size': 32}",full,none,4,0.1419270833333333,0.1032074270156476,0.1419270833333333,0.0639080265929037,2.7,45.7,0.127831715210356,0.8144329896907216,0.2209790209790209,0.0,0.0,0.0,0.0,0.0,0.0,0.5581395348837209,0.2553191489361702,0.3503649635036496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1231049120679199,1.0,0.2192224622030237,0.3333333333333333,0.1071428571428571,0.1621621621621621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0309278350515463,0.058252427184466,0.0,0.0,0.0,0.0,0.0,0.0,0.1026505934684581,0.1379889269263309,0.0631863147520201,0.1032074270156476,0.1419270833333333,0.0639080265929037
cnn,"{'cnn_filters': 64, 'dense_units': 128, 'epochs': 10, 'batch_size': 32}",full,none,4,0.9908854166666666,0.9909530929844352,0.9908854166666666,0.9908691094398198,1.3,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9813084112149532,0.9905660377358492,0.9953271028037384,1.0,0.9976580796252928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.961352657004831,1.0,0.9802955665024632,1.0,1.0,1.0,0.9658536585365852,0.9850746268656716,0.9753694581280788,0.9698795180722892,0.9526627218934912,0.9611940298507464,0.9619565217391304,0.9414893617021276,0.9516129032258064,1.0,1.0,1.0,1.0,0.989071038251366,0.9945054945054944,0.990898091134786,0.9906003849954756,0.9907000980983582,0.9909530929844352,0.9908854166666666,0.9908691094398198
cnn,"{'cnn_filters': 64, 'dense_units': 128, 'epochs': 10, 'batch_size': 32}",full,none,4,0.99609375,0.9962209336919268,0.99609375,0.996094909845949,0.8,34.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9851485148514852,1.0,0.9925187032418952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.956043956043956,1.0,0.9775280898876404,0.9945054945054944,0.989071038251366,0.9917808219178084,1.0,0.956989247311828,0.978021978021978,1.0,1.0,1.0,1.0,0.989010989010989,0.994475138121547,0.9959811228375584,0.9959419546608864,0.9958952956994293,0.9962209336919268,0.99609375,0.996094909845949
rnn,"{'rnn_units': 64, 'epochs': 10, 'batch_size': 32}",full,none,4,0.3225911458333333,0.3309807793540397,0.3225911458333333,0.2848259372664891,1.2,37.2,0.4567307692307692,0.4797979797979798,0.4679802955665024,0.4545454545454545,0.1977401129943503,0.2755905511811024,0.2857142857142857,0.6185567010309279,0.3908794788273615,0.5478927203065134,0.7079207920792079,0.6177105831533477,0.45,0.0478723404255319,0.0865384615384615,0.0,0.0,0.0,0.2887931034482758,0.3489583333333333,0.3160377358490566,0.1886792452830188,0.1025641025641025,0.132890365448505,0.5339233038348082,1.0,0.6961538461538461,0.2116402116402116,0.1941747572815534,0.2025316455696202,0.6083916083916084,0.4461538461538462,0.514792899408284,0.0909090909090909,0.2722222222222222,0.1363004172461752,0.3673469387755102,0.09375,0.1493775933609958,0.3571428571428571,0.0753768844221105,0.1244813278008298,0.2628865979381443,0.5204081632653061,0.3493150684931507,0.1694915254237288,0.0490196078431372,0.0760456273764258,0.3296304820365173,0.3221572402133505,0.283539118560854,0.3309807793540397,0.3225911458333333,0.2848259372664891
rnn,"{'rnn_units': 64, 'epochs': 60, 'batch_size': 32}",full,smote,4,0.3235677083333333,0.3502063657229935,0.3235677083333333,0.2976204146342506,3.3,44.6,0.39,0.3696682464454976,0.3795620437956204,0.4797297297297297,0.3480392156862745,0.4034090909090909,0.2623906705539358,0.5590062111801242,0.3571428571428571,0.5984251968503937,0.7875647668393783,0.680089485458613,0.3333333333333333,0.0634920634920634,0.1066666666666666,0.1373390557939914,0.3282051282051282,0.1936459909228441,0.3379310344827586,0.2552083333333333,0.2908011869436201,0.1962264150943396,0.26,0.2236559139784946,0.4,1.0,0.5714285714285714,0.2786885245901639,0.173469387755102,0.2138364779874214,0.3970588235294117,0.1475409836065573,0.2151394422310757,0.1619047619047619,0.0821256038647343,0.1089743589743589,0.2836879432624113,0.217391304347826,0.2461538461538461,0.6428571428571429,0.0952380952380952,0.1658986175115207,0.5157232704402516,0.4141414141414141,0.4593837535014005,0.1818181818181818,0.1290322580645161,0.1509433962264151,0.3498196302650505,0.3268826882625028,0.297920731239526,0.3502063657229935,0.3235677083333333,0.2976204146342506
rnn,"{'rnn_units': 64, 'epochs': 120, 'batch_size': 32}",full,smote,4,0.2747395833333333,0.1856132961028962,0.2747395833333333,0.2001934974196546,8.3,50.2,0.3520710059171598,0.616580310880829,0.448210922787194,0.3858267716535433,0.256544502617801,0.3081761006289308,0.2503681885125184,0.8415841584158416,0.3859250851305335,0.2997481108312342,0.6102564102564103,0.402027027027027,0.0,0.0,0.0,0.1695906432748538,0.1526315789473684,0.1606648199445983,0.2413793103448276,0.4491978609625668,0.314018691588785,0.0,0.0,0.0,0.5154929577464789,1.0,0.6802973977695167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1512027491408934,0.2027649769585253,0.1732283464566929,0.46,0.1204188481675392,0.1908713692946058,0.1509433962264151,0.1333333333333333,0.1415929203539823,0.0,0.0,0.0,0.1860389458529953,0.2739569987837634,0.2003132925613666,0.1856132961028962,0.2747395833333333,0.2001934974196546
rnn,"{'rnn_units': 64, 'epochs': 20, 'batch_size': 32}",full,none,4,0.2041015625,0.1723409481283256,0.2041015625,0.1360677316907893,4.5,47.8,0.2823529411764706,0.3850267379679144,0.3257918552036199,0.390625,0.3125,0.3472222222222222,0.1592505854800937,0.3863636363636363,0.2255389718076285,0.3524590163934426,0.4831460674157303,0.4075829383886256,0.0,0.0,0.0,0.0785619174434087,0.2757009345794392,0.1222797927461139,0.1660079051383399,0.4640883977900552,0.2445414847161572,0.0,0.0,0.0,0.278443113772455,1.0,0.4355971896955503,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0103092783505154,0.0166666666666666,0.0,0.0,0.0,0.4210526315789473,0.0812182741116751,0.1361702127659574,0.0,0.0,0.0,0.6666666666666666,0.02,0.0388349514563106,0.1774311274074618,0.2136470829111854,0.1437641428543032,0.1723409481283256,0.2041015625,0.1360677316907893
rnn,"{'rnn_units': 64, 'epochs': 100, 'batch_size': 32}",full,none,8,0.3406575520833333,0.3285450170023344,0.3406575520833333,0.3037678002307714,6.9,49.4,0.5280612244897959,0.5461741424802111,0.5369649805447471,0.5411255411255411,0.3188775510204081,0.4012841091492777,0.4105621805792163,0.5965346534653465,0.4863773965691221,0.53125,0.76657824933687,0.6275787187839305,0.1552941176470588,0.1727748691099476,0.1635687732342007,0.3333333333333333,0.0131926121372031,0.0253807106598984,0.3701657458563536,0.3383838383838384,0.3535620052770448,0.0,0.0,0.0,0.466321243523316,1.0,0.6360424028268551,0.572289156626506,0.2442159383033419,0.3423423423423423,0.2410032715376227,0.5681233933161953,0.33843797856049,0.1175523349436392,0.1750599520383693,0.140655105973025,0.2486187845303867,0.1147959183673469,0.1570680628272251,0.2569832402234637,0.1263736263736263,0.1694290976058932,0.3249370277078086,0.344,0.3341968911917098,0.1605633802816901,0.148051948051948,0.154054054054054,0.3286287864003582,0.3420710432740408,0.3041839143499885,0.3285450170023344,0.3406575520833333,0.3037678002307714
rnn,"{'rnn_units': 64, 'epochs': 10, 'batch_size': 32}",full,none,5,0.23359375,0.2121814757819999,0.23359375,0.1826110221427588,12.0,69.3,0.3156626506024096,0.5038461538461538,0.3881481481481481,0.2392857142857143,0.3004484304932735,0.2664015904572565,0.4080717488789238,0.4272300469483568,0.4174311926605504,0.3345588235294117,0.3714285714285714,0.3520309477756286,0.0,0.0,0.0,0.2970711297071129,0.3034188034188034,0.3002114164904862,0.2981651376146789,0.2434456928838951,0.268041237113402,0.0,0.0,0.0,0.1433586892919836,1.0,0.2507676560900716,0.3626373626373626,0.2894736842105263,0.3219512195121951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5862068965517241,0.0702479338842975,0.1254612546125461,0.25,0.208,0.2270742358078602,0.1666666666666666,0.0042553191489361,0.0082987551867219,0.2126053012353742,0.2326121647664258,0.1828636033659292,0.2121814757819999,0.23359375,0.1826110221427588
rnn,"{'rnn_units': 64, 'epochs': 10, 'batch_size': 32}",full,none,4,0.2451171875,0.23680598402095945,0.2451171875,0.1566464920511913,17.6,40.1,0.2808022922636103,0.5355191256830601,0.3684210526315789,0.4647887323943662,0.3157894736842105,0.37606837606837606,0.1985185185185185,0.7362637362637363,0.31271878646441076,0.48743718592964824,0.5159574468085106,0.5012919896640827,0.0,0.0,0.0,0.14705882352941177,0.16483516483516483,0.15544041450777202,0.18803418803418803,0.7096774193548387,0.2972972972972973,0.0,0.0,0.0,0.25787965616045844,1.0,0.41002277904328016,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.005,0.009523809523809525,1.0,0.0049504950495049506,0.009852216748768473,0.45454545454545453,0.023696682464454975,0.04504504504504504,0.0,0.0,0.0,0.11842105263157894,0.04245283018867924,0.0625,0.2310928690004522,0.25338389839576003,0.1592613604371513,0.23680598402095945,0.2451171875,0.1566464920511913
